aalen:	('aalɛnɛm', 'N;INS;SG')
	('sdrumʲiɛɲiu', 'N;ESS;SG')
	('sdrumʲiɛɲiu', 'N;VOC;SG')
	('s t r u mʲ ɛ ɲ', 'N;ACC;SG')
	('s t r u mʲ ɛ ɲ', 'N;NOM;SG')
struna:	('s t r u n a x', 'N;ESS;PL')
	('s t r u n a mʲ i', 'N;INS;PL')
	('s t r u n ɔ̃', 'N;INS;SG')
	('s t r u n a', 'N;NOM;SG')
	('s t r u n ɛ', 'N;ACC;SG')
	('s t r u ɲ ɛ', 'N;DAT;SG')
	('s t r u ɲ ɛ', 'N;ESS;SG')
	('s t r u n', 'N;GEN;PL')
	('s t r u n ɔ m', 'N;DAT;PL')
	('s t r u n ɔ', 'N;VOC;SG')
	('s t r u n ɨ', 'N;ACC;PL')
	('s t r u n ɨ', 'N;GEN;SG')
	('s t r u n ɨ', 'N;NOM;PL')
	('s t r u n ɨ', 'N;VOC;PL')
strup:	('s t r u p a x', 'N;ESS;PL')
	('s t r u p a mʲ i', 'N;INS;PL')
	('s t r u p a', 'N;GEN;SG')
	('s t r u p ɛ m', 'N;INS;SG')
	('s t r u pʲ ɛ', 'N;ESS;SG')
	('s t r u pʲ ɛ', 'N;VOC;SG')
	('s t r u p', 'N;ACC;SG')
	('s t r u p', 'N;NOM;SG')
	('s t r u p ɔ m', 'N;DAT;PL')
	('s t r u p ɔ vʲ i', 'N;DAT;SG')
	('sdrupuv', 'N;GEN;PL')
	('s t r u p ɨ', 'N;ACC;PL')
	('s t r u p ɨ', 'N;NOM;PL')
	('s t r u p ɨ', 'N;VOC;PL')
struś:	('s t r u ɕ a x', 'N;ESS;PL')
	('s t r u ɕ a mʲ i', 'N;INS;PL')
	('s t r u ɕ a', 'N;ACC;SG')
	('s t r u ɕ a', 'N;GEN;SG')
	('s t r u ɕ ɛ m', 'N;INS;SG')
	('s t r u ɕ ɛ', 'N;ACC;PL')
	('s t r u ɕ ɛ', 'N;NOM;PL')
	('s t r u ɕ ɛ', 'N;VOC;PL')
	('s t r u ɕ i', 'N;GEN;PL')
	('s t r u ɕ ɔ m', 'N;DAT;PL')
	('s t r u ɕ ɔ vʲ i', 'N;DAT;SG')
	('s t r u ɕ u', 'N;ESS;SG')
	('s t r u ɕ u', 'N;VOC;SG')
	('s t r u ɕ', 'N;NOM;SG')
strych:	('sdrɨxax', 'N;ESS;PL')
	('sdrɨxamʲi', 'N;INS;PL')
	('sdrɨxɛm', 'N;INS;SG')
	('s t r ɨ x', 'N;ACC;SG')
	('s t r ɨ x', 'N;NOM;SG')
	('sdrɨxɔm', 'N;DAT;PL')
	('sdrɨxɔvʲi', 'N;DAT;SG')
	('sdrɨxuv', 'N;GEN;PL')
	('sdrɨxu', 'N;ESS;SG')
	('sdrɨxu', 'N;GEN;SG')
	('sdrɨxu', 'N;VOC;SG')
	('sdrɨxɨ', 'N;ACC;PL')
	('sdrɨxɨ', 'N;NOM;PL')
	('sdrɨxɨ', 'N;VOC;PL')
stryjek:	('s t r ɨ j ɛ k', 'N;NOM;SG')
	('sdrɨjkax', 'N;ESS;PL')
	('sdrɨjkamʲi', 'N;INS;PL')
	('sdrɨjka', 'N;ACC;SG')
	('sdrɨjka', 'N;GEN;SG')
	('sdrɨjkʲiɛm', 'N;INS;SG')
	('sdrɨjkɔm', 'N;DAT;PL')
	('sdrɨjkɔvʲiɛ', 'N;NOM;PL')
	('sdrɨjkɔvʲiɛ', 'N;VOC;PL')
	('sdrɨjkɔvʲi', 'N;DAT;SG')
	('sdrɨjkuv', 'N;ACC;PL')
	('sdrɨjkuv', 'N;GEN;PL')
	('sdrɨjku', 'N;ESS;SG')
	('sdrɨjku', 'N;VOC;SG')
stryj:	('sdrɨjax', 'N;ESS;PL')
	('sdrɨjamʲi', 'N;INS;PL')
	('sdrɨja', 'N;ACC;SG')
	('sdrɨja', 'N;GEN;SG')
	('sdrɨjɛm', 'N;INS;SG')
	('s t r ɨ j', 'N;NOM;SG')
	('sdrɨjɔm', 'N;DAT;PL')
	('sdrɨjɔvʲiɛ', 'N;NOM;PL')
	('sdrɨjɔvʲiɛ', 'N;VOC;PL')
	('sdrɨjɔvʲi', 'N;DAT;SG')
	('sdrɨjuv', 'N;ACC;PL')
	('sdrɨjuv', 'N;GEN;PL')
	('sdrɨju', 'N;ESS;SG')
	('sdrɨju', 'N;VOC;SG')
strzała:	('sdʐawax', 'N;ESS;PL')
	('sdʐawamʲi', 'N;INS;PL')
	('sdʐawɔ̃', 'N;INS;SG')
	('s t ʂ a w a', 'N;NOM;SG')
	('sdʐawɛ~', 'N;ACC;SG')
	('sdʐalɛ', 'N;DAT;SG')
	('sdʐalɛ', 'N;ESS;SG')
	('s t ʂ a w', 'N;GEN;PL')
	('sdʐawɔm', 'N;DAT;PL')
	('sdʐawɔ', 'N;VOC;SG')
	('s t ʂ a w ɨ', 'N;ACC;PL')
	('s t ʂ a w ɨ', 'N;GEN;SG')
	('s t ʂ a w ɨ', 'N;NOM;PL')
	('s t ʂ a w ɨ', 'N;VOC;PL')
strzałka:	('sdʐaw\U00100001ɛ', 'N;DAT;SG')
	('sdʐaw\U00100001ɛ', 'N;ESS;SG')
	('sdʐawɛk', 'N;GEN;PL')
	('sdʐawkax', 'N;ESS;PL')
	('sdʐawkamʲi', 'N;INS;PL')
	('sdʐawkɔ̃', 'N;INS;SG')
	('s t ʂ a w k a', 'N;NOM;SG')
	('sdʐawkɛ~', 'N;ACC;SG')
	('sdʐawkʲi', 'N;ACC;PL')
	('sdʐawkʲi', 'N;GEN;SG')
	('sdʐawkʲi', 'N;NOM;PL')
	('sdʐawkʲi', 'N;VOC;PL')
	('sdʐawkɔm', 'N;DAT;PL')
	('sdʐawkɔ', 'N;VOC;SG')
strzał:	('sdʐawax', 'N;ESS;PL')
	('sdʐawamʲi', 'N;INS;PL')
	('sdʐawɛm', 'N;INS;SG')
	('sdʐalɛ', 'N;ESS;SG')
	('sdʐalɛ', 'N;VOC;SG')
	('s t ʂ a w', 'N;ACC;SG')
	('s t ʂ a w', 'N;NOM;SG')
	('sdʐawɔm', 'N;DAT;PL')
	('sdʐawɔvʲi', 'N;DAT;SG')
	('sdʐawuv', 'N;GEN;PL')
	('sdʐawu', 'N;GEN;SG')
	('s t ʂ a w ɨ', 'N;ACC;PL')
	('s t ʂ a w ɨ', 'N;NOM;PL')
	('s t ʂ a w ɨ', 'N;VOC;PL')
strzecha:	('sdʐɛxax', 'N;ESS;PL')
	('sdʐɛxamʲi', 'N;INS;PL')
	('sdʐɛxɔ̃', 'N;INS;SG')
	('ʂ t͡ʂ ɛ x a', 'N;NOM;SG')
	('sdʐɛxɛ~', 'N;ACC;SG')
	('s t ʂ ɛ x', 'N;GEN;PL')
	('sdʐɛxɔm', 'N;DAT;PL')
	('sdʐɛxɔ', 'N;VOC;SG')
	('sdʐɛxɨ', 'N;ACC;PL')
	('sdʐɛxɨ', 'N;GEN;SG')
	('sdʐɛxɨ', 'N;NOM;PL')
	('sdʐɛxɨ', 'N;VOC;PL')
	('sdʐɛzzɛ', 'N;DAT;SG')
	('sdʐɛzzɛ', 'N;ESS;SG')
strzelanie:	('sdʐɛlaɲiax', 'N;ESS;PL')
	('sdʐɛlaɲiamʲi', 'N;INS;PL')
	('sdʐɛlaɲia', 'N;ACC;PL')
	('sdʐɛlaɲia', 'N;GEN;SG')
	('sdʐɛlaɲia', 'N;NOM;PL')
	('sdʐɛlaɲia', 'N;VOC;PL')
	('sdʐɛlaɲiɛm', 'N;INS;SG')
	('s t ʂ ɛ l a ɲ ɛ', 'N;ACC;SG')
	('s t ʂ ɛ l a ɲ ɛ', 'N;NOM;SG')
	('s t ʂ ɛ l a ɲ ɛ', 'N;VOC;SG')
	('sdʐɛlaɲiɔm', 'N;DAT;PL')
	('sdʐɛlaɲiu', 'N;DAT;SG')
	('sdʐɛlaɲiu', 'N;ESS;SG')
	('sdʐɛlaɲ', 'N;GEN;PL')
strzelba:	('sdʐɛlbax', 'N;ESS;PL')
	('sdʐɛlbamʲi', 'N;INS;PL')
	('sdʐɛlbɔ̃', 'N;INS;SG')
	('s t ʂ ɛ l b a', 'N;NOM;SG')
	('sdʐɛlbɛ~', 'N;ACC;SG')
	('sdʐɛlbʲiɛ', 'N;DAT;SG')
	('sdʐɛlbʲiɛ', 'N;ESS;SG')
	('sdʐɛlp', 'N;GEN;PL')
	('sdʐɛlbɔm', 'N;DAT;PL')
	('sdʐɛlbɔ', 'N;VOC;SG')
	('sdʐɛlbɨ', 'N;ACC;PL')
	('sdʐɛlbɨ', 'N;GEN;SG')
	('sdʐɛlbɨ', 'N;NOM;PL')
	('sdʐɛlbɨ', 'N;VOC;PL')
strzelec:	('sdʐɛl\U00100001ax', 'N;ESS;PL')
	('sdʐɛl\U00100001amʲi', 'N;INS;PL')
	('sdʐɛl\U00100001a', 'N;ACC;SG')
	('sdʐɛl\U00100001a', 'N;GEN;SG')
	('sdʐɛl\U00100001ɛm', 'N;INS;SG')
	('sdʐɛl\U00100001ɔm', 'N;DAT;PL')
	('sdʐɛl\U00100001ɔvʲi', 'N;DAT;SG')
	('sdʐɛl\U00100001uv', 'N;ACC;PL')
	('sdʐɛl\U00100001uv', 'N;GEN;PL')
	('sdʐɛl\U00100001u', 'N;ESS;SG')
	('sdʐɛl\U00100001u', 'N;VOC;SG')
	('sdʐɛl\U00100001ɨ', 'N;NOM;PL')
	('sdʐɛl\U00100001ɨ', 'N;VOC;PL')
	('s t ʂ ɛ l ɛ t͡s', 'N;NOM;SG')
strzemienny:	('sdʐɛmʲiɛnnɛgɔ', 'N;ACC;SG')
	('sdʐɛmʲiɛnnɛgɔ', 'N;GEN;SG')
	('sdʐɛmʲiɛnnɛmu', 'N;DAT;SG')
	('sdʐɛmʲiɛnnɛ', 'N;ACC;PL')
	('sdʐɛmʲiɛnnɛ', 'N;NOM;PL')
	('sdʐɛmʲiɛnnɛ', 'N;VOC;PL')
	('sdʐɛmʲiɛnnɨx', 'N;ESS;PL')
	('sdʐɛmʲiɛnnɨx', 'N;GEN;PL')
	('sdʐɛmʲiɛnnɨmʲi', 'N;INS;PL')
	('sdʐɛmʲiɛnnɨm', 'N;DAT;PL')
	('sdʐɛmʲiɛnnɨm', 'N;ESS;SG')
	('sdʐɛmʲiɛnnɨm', 'N;INS;SG')
	('s t ʂ ɛ mʲ ɛ n n ɨ', 'N;NOM;SG')
	('s t ʂ ɛ mʲ ɛ n n ɨ', 'N;VOC;SG')
strzemię:	('s t ʂ ɛ mʲ ɛ', 'N;ACC;SG')
	('sdʐɛmʲiɛɲia', 'N;GEN;SG')
	('sdʐɛmʲiɛɲiɛm', 'N;INS;SG')
	('sdʐɛmʲiɛɲiu', 'N;DAT;SG')
	('sdʐɛmʲiɛɲiu', 'N;ESS;SG')
	('s t ʂ ɛ mʲ ɛ', 'N;NOM;SG')
	('s t ʂ ɛ mʲ ɛ', 'N;VOC;SG')
	('sdʐɛmʲiɔnax', 'N;ESS;PL')
	('sdʐɛmʲiɔnamʲi', 'N;INS;PL')
	('sdʐɛmʲiɔna', 'N;ACC;PL')
	('sdʐɛmʲiɔna', 'N;NOM;PL')
	('sdʐɛmʲiɔna', 'N;VOC;PL')
	('sdʐɛmʲiɔn', 'N;GEN;PL')
	('sdʐɛmʲiɔnɔm', 'N;DAT;PL')
strzęp:	('sdʐɛ~pax', 'N;ESS;PL')
	('sdʐɛ~pamʲi', 'N;INS;PL')
	('sdʐɛ~pɛm', 'N;INS;SG')
	('sdʐɛ~pʲiɛ', 'N;ESS;SG')
	('sdʐɛ~pʲiɛ', 'N;VOC;SG')
	('s t ʂ ɛ m p', 'N;ACC;SG')
	('s t ʂ ɛ m p', 'N;NOM;SG')
	('sdʐɛ~pɔm', 'N;DAT;PL')
	('sdʐɛ~pɔvʲi', 'N;DAT;SG')
	('sdʐɛ~puv', 'N;GEN;PL')
	('sdʐɛ~pu', 'N;GEN;SG')
	('sdʐɛ~pɨ', 'N;ACC;PL')
	('sdʐɛ~pɨ', 'N;NOM;PL')
	('sdʐɛ~pɨ', 'N;VOC;PL')
strzykawka:	('sdʐɨkav\U00100001ɛ', 'N;DAT;SG')
	('sdʐɨkav\U00100001ɛ', 'N;ESS;SG')
	('sdʐɨkavɛk', 'N;GEN;PL')
	('sdʐɨkavkax', 'N;ESS;PL')
	('sdʐɨkavkamʲi', 'N;INS;PL')
	('sdʐɨkavkɔ̃', 'N;INS;SG')
	('s t ʂ ɨ k a f k a', 'N;NOM;SG')
	('sdʐɨkavkɛ~', 'N;ACC;SG')
	('sdʐɨkavkʲi', 'N;ACC;PL')
	('sdʐɨkavkʲi', 'N;GEN;SG')
	('sdʐɨkavkʲi', 'N;NOM;PL')
	('sdʐɨkavkʲi', 'N;VOC;PL')
	('sdʐɨkavkɔm', 'N;DAT;PL')
	('sdʐɨkavkɔ', 'N;VOC;SG')
strzykwa:	('sdʐɨgvax', 'N;ESS;PL')
	('sdʐɨgvamʲi', 'N;INS;PL')
	('sdʐɨgvɔ̃', 'N;INS;SG')
	('s t ʂ ɨ k f a', 'N;NOM;SG')
	('sdʐɨgvɛ~', 'N;ACC;SG')
	('sdʐɨgvʲiɛ', 'N;DAT;SG')
	('sdʐɨgvʲiɛ', 'N;ESS;SG')
	('sdʐɨgv', 'N;GEN;PL')
	('sdʐɨgvɔm', 'N;DAT;PL')
	('sdʐɨgvɔ', 'N;VOC;SG')
	('sdʐɨgvɨ', 'N;ACC;PL')
	('sdʐɨgvɨ', 'N;GEN;SG')
	('sdʐɨgvɨ', 'N;NOM;PL')
	('sdʐɨgvɨ', 'N;VOC;PL')
strzyżyk:	('sdʐɨʐɨkax', 'N;ESS;PL')
	('sdʐɨʐɨkamʲi', 'N;INS;PL')
	('sdʐɨʐɨka', 'N;ACC;SG')
	('sdʐɨʐɨka', 'N;GEN;SG')
	('sdʐɨʐɨkʲiɛm', 'N;INS;SG')
	('sdʐɨʐɨkʲi', 'N;ACC;PL')
	('sdʐɨʐɨkʲi', 'N;NOM;PL')
	('sdʐɨʐɨkʲi', 'N;VOC;PL')
	('s t ʂ ɨ ʐ ɨ k', 'N;NOM;SG')
	('sdʐɨʐɨkɔm', 'N;DAT;PL')
	('sdʐɨʐɨkɔvʲi', 'N;DAT;SG')
	('sdʐɨʐɨkuv', 'N;GEN;PL')
	('sdʐɨʐɨku', 'N;ESS;SG')
	('sdʐɨʐɨku', 'N;VOC;SG')
studentka:	('studɛnt\U00100001ɛ', 'N;DAT;SG')
	('studɛnt\U00100001ɛ', 'N;ESS;SG')
	('studɛntɛk', 'N;GEN;PL')
	('studɛntkax', 'N;ESS;PL')
	('studɛntkamʲi', 'N;INS;PL')
	('studɛntkɔ̃', 'N;INS;SG')
	('s t u d ɛ n t k a', 'N;NOM;SG')
	('studɛntkɛ~', 'N;ACC;SG')
	('studɛntkʲi', 'N;ACC;PL')
	('studɛntkʲi', 'N;GEN;SG')
	('studɛntkʲi', 'N;NOM;PL')
	('studɛntkʲi', 'N;VOC;PL')
	('studɛntkɔm', 'N;DAT;PL')
	('studɛntkɔ', 'N;VOC;SG')
student:	('studɛn\U00100001ʲiɛ', 'N;ESS;SG')
	('studɛn\U00100001ʲiɛ', 'N;VOC;SG')
	('studɛn\U00100001ʲi', 'N;NOM;PL')
	('studɛn\U00100001ʲi', 'N;VOC;PL')
	('studɛntax', 'N;ESS;PL')
	('studɛntamʲi', 'N;INS;PL')
	('studɛnta', 'N;ACC;SG')
	('studɛnta', 'N;GEN;SG')
	('studɛntɛm', 'N;INS;SG')
	('s t u d ɛ n t', 'N;NOM;SG')
	('studɛntɔm', 'N;DAT;PL')
	('studɛntɔvʲi', 'N;DAT;SG')
	('studɛntuv', 'N;ACC;PL')
	('studɛntuv', 'N;GEN;PL')
studnia:	('studɲiax', 'N;ESS;PL')
	('studɲiamʲi', 'N;INS;PL')
	('studɲiɔ̃', 'N;INS;SG')
	('s t u d ɲ a', 'N;NOM;SG')
	('s t u d ɲ ɛ', 'N;ACC;PL')
	('s t u d ɲ ɛ', 'N;ACC;SG')
	('s t u d ɲ ɛ', 'N;NOM;PL')
	('s t u d ɲ ɛ', 'N;VOC;PL')
	('s t u d ɲ i', 'N;DAT;SG')
	('s t u d ɲ i', 'N;ESS;SG')
	('s t u d ɲ i', 'N;GEN;PL')
	('s t u d ɲ i', 'N;GEN;SG')
	('studɲiɔm', 'N;DAT;PL')
	('studɲiɔ', 'N;VOC;SG')
studniówka:	('studɲiuv\U00100001ɛ', 'N;DAT;SG')
	('studɲiuv\U00100001ɛ', 'N;ESS;SG')
	('studɲiuvɛk', 'N;GEN;PL')
	('studɲiuvkax', 'N;ESS;PL')
	('studɲiuvkamʲi', 'N;INS;PL')
	('studɲiuvkɔ̃', 'N;INS;SG')
	('s t u d ɲ u f k a', 'N;NOM;SG')
	('studɲiuvkɛ~', 'N;ACC;SG')
	('studɲiuvkʲi', 'N;ACC;PL')
	('studɲiuvkʲi', 'N;GEN;SG')
	('studɲiuvkʲi', 'N;NOM;PL')
	('studɲiuvkʲi', 'N;VOC;PL')
	('studɲiuvkɔm', 'N;DAT;PL')
	('studɲiuvkɔ', 'N;VOC;SG')
stulatek:	('s t u l a t ɛ k', 'N;NOM;SG')
	('stulatkax', 'N;ESS;PL')
	('stulatkamʲi', 'N;INS;PL')
	('s t u l a t k a', 'N;ACC;SG')
	('s t u l a t k a', 'N;GEN;SG')
	('stulatkʲiɛm', 'N;INS;SG')
	('stulatkɔm', 'N;DAT;PL')
	('stulatkɔvʲiɛ', 'N;NOM;PL')
	('stulatkɔvʲiɛ', 'N;VOC;PL')
	('stulatkɔvʲi', 'N;DAT;SG')
	('stulatkuv', 'N;ACC;PL')
	('stulatkuv', 'N;GEN;PL')
	('stulatku', 'N;ESS;SG')
	('stulatku', 'N;VOC;SG')
stułbia:	('stuwbʲiax', 'N;ESS;PL')
	('stuwbʲiamʲi', 'N;INS;PL')
	('stuwbʲiɔ̃', 'N;INS;SG')
	('s t u w bʲ a', 'N;NOM;SG')
	('stuwbʲiɛ', 'N;ACC;PL')
	('stuwbʲiɛ~', 'N;ACC;SG')
	('stuwbʲiɛ', 'N;NOM;PL')
	('stuwbʲiɛ', 'N;VOC;PL')
	('stuwbʲi', 'N;DAT;SG')
	('stuwbʲi', 'N;ESS;SG')
	('stuwbʲi', 'N;GEN;PL')
	('stuwbʲi', 'N;GEN;SG')
	('stuwbʲiɔm', 'N;DAT;PL')
	('stuwbʲiɔ', 'N;VOC;SG')
stulecie:	('stulɛ\U00100001ʲiax', 'N;ESS;PL')
	('stulɛ\U00100001ʲiamʲi', 'N;INS;PL')
	('s t u l ɛ t͡ɕ a', 'N;ACC;PL')
	('s t u l ɛ t͡ɕ a', 'N;GEN;SG')
	('s t u l ɛ t͡ɕ a', 'N;NOM;PL')
	('s t u l ɛ t͡ɕ a', 'N;VOC;PL')
	('stulɛ\U00100001ʲiɛm', 'N;INS;SG')
	('s t u l ɛ t͡ɕ ɛ', 'N;ACC;SG')
	('s t u l ɛ t͡ɕ ɛ', 'N;NOM;SG')
	('s t u l ɛ t͡ɕ ɛ', 'N;VOC;SG')
	('stulɛ\U00100001ʲi', 'N;GEN;PL')
	('stulɛ\U00100001ʲiɔm', 'N;DAT;PL')
	('stulɛ\U00100001ʲiu', 'N;DAT;SG')
	('stulɛ\U00100001ʲiu', 'N;ESS;SG')
stwierdzenie:	('sdvʲiɛrdzɛɲiax', 'N;ESS;PL')
	('sdvʲiɛrdzɛɲiamʲi', 'N;INS;PL')
	('sdvʲiɛrdzɛɲia', 'N;ACC;PL')
	('sdvʲiɛrdzɛɲia', 'N;GEN;SG')
	('sdvʲiɛrdzɛɲia', 'N;NOM;PL')
	('sdvʲiɛrdzɛɲia', 'N;VOC;PL')
	('sdvʲiɛrdzɛɲiɛm', 'N;INS;SG')
	('s t fʲ ɛ r d͡z ɛ ɲ ɛ', 'N;ACC;SG')
	('s t fʲ ɛ r d͡z ɛ ɲ ɛ', 'N;NOM;SG')
	('s t fʲ ɛ r d͡z ɛ ɲ ɛ', 'N;VOC;SG')
	('sdvʲiɛrdzɛɲiɔm', 'N;DAT;PL')
	('sdvʲiɛrdzɛɲiu', 'N;DAT;SG')
	('sdvʲiɛrdzɛɲiu', 'N;ESS;SG')
	('sdvʲiɛrdzɛɲ', 'N;GEN;PL')
stwór:	('sdvɔrax', 'N;ESS;PL')
	('sdvɔramʲi', 'N;INS;PL')
	('sdvɔra', 'N;ACC;SG')
	('sdvɔra', 'N;GEN;SG')
	('sdvɔrɛm', 'N;INS;SG')
	('s t f u r', 'N;NOM;SG')
	('sdvɔrɔm', 'N;DAT;PL')
	('sdvɔrɔvʲi', 'N;DAT;SG')
	('sdvɔruv', 'N;GEN;PL')
	('sdvɔrɨ', 'N;ACC;PL')
	('sdvɔrɨ', 'N;NOM;PL')
	('sdvɔrɨ', 'N;VOC;PL')
	('sdvɔʐɛ', 'N;ESS;SG')
	('sdvɔʐɛ', 'N;VOC;SG')
styczeń:	('s t ɨ t͡ʂ ɛ ɲ', 'N;ACC;SG')
	('s t ɨ t͡ʂ ɛ ɲ', 'N;NOM;SG')
	('s t ɨ t͡ʂ ɲ a x', 'N;ESS;PL')
	('s t ɨ t͡ʂ ɲ a mʲ i', 'N;INS;PL')
	('s t ɨ t͡ʂ ɲ a', 'N;GEN;SG')
	('s t ɨ t͡ʂ ɲ ɛ m', 'N;INS;SG')
	('s t ɨ t͡ʂ ɲ ɛ', 'N;ACC;PL')
	('s t ɨ t͡ʂ ɲ ɛ', 'N;NOM;PL')
	('s t ɨ t͡ʂ ɲ ɛ', 'N;VOC;PL')
	('s t ɨ t͡ʂ ɲ ɔ m', 'N;DAT;PL')
	('s t ɨ t͡ʂ ɲ ɔ vʲ i', 'N;DAT;SG')
	('s t ɨ t͡ʂ ɲ u f', 'N;GEN;PL')
	('s t ɨ t͡ʂ ɲ u', 'N;ESS;SG')
	('s t ɨ t͡ʂ ɲ u', 'N;VOC;SG')
styczna:	('stɨ\U00100002nɔ̃', 'N;ACC;SG')
	('stɨ\U00100002nɔ̃', 'N;INS;SG')
	('s t ɨ t͡ʂ n a', 'N;NOM;SG')
	('s t ɨ t͡ʂ n a', 'N;VOC;SG')
	('stɨ\U00100002nɛj', 'N;DAT;SG')
	('stɨ\U00100002nɛj', 'N;ESS;SG')
	('stɨ\U00100002nɛj', 'N;GEN;SG')
	('stɨ\U00100002nɛ', 'N;ACC;PL')
	('stɨ\U00100002nɛ', 'N;NOM;PL')
	('stɨ\U00100002nɛ', 'N;VOC;PL')
	('stɨ\U00100002nɨx', 'N;ESS;PL')
	('stɨ\U00100002nɨx', 'N;GEN;PL')
	('stɨ\U00100002nɨmʲi', 'N;INS;PL')
	('stɨ\U00100002nɨm', 'N;DAT;PL')
styl:	('s t ɨ l a x', 'N;ESS;PL')
	('s t ɨ l a mʲ i', 'N;INS;PL')
	('s t ɨ l ɛ m', 'N;INS;SG')
	('s t ɨ l ɛ', 'N;ACC;PL')
	('s t ɨ l ɛ', 'N;NOM;PL')
	('s t ɨ l ɛ', 'N;VOC;PL')
	('s t ɨ l', 'N;ACC;SG')
	('s t ɨ l', 'N;NOM;SG')
	('s t ɨ l ɔ m', 'N;DAT;PL')
	('s t ɨ l ɔ vʲ i', 'N;DAT;SG')
	('s t ɨ l u f', 'N;GEN;PL')
	('s t ɨ l u', 'N;ESS;SG')
	('s t ɨ l u', 'N;GEN;SG')
	('s t ɨ l u', 'N;VOC;SG')
stypendium:	('stɨpɛndʲiax', 'N;ESS;PL')
	('stɨpɛndʲiamʲi', 'N;INS;PL')
	('stɨpɛndʲia', 'N;ACC;PL')
	('stɨpɛndʲia', 'N;NOM;PL')
	('stɨpɛndʲia', 'N;VOC;PL')
	('stɨpɛndʲiɔm', 'N;DAT;PL')
	('stɨpɛndʲiuv', 'N;GEN;PL')
	('s t ɨ p ɛ n d j u m', 'N;ACC;SG')
	('s t ɨ p ɛ n d j u m', 'N;DAT;SG')
	('s t ɨ p ɛ n d j u m', 'N;ESS;SG')
	('s t ɨ p ɛ n d j u m', 'N;GEN;SG')
	('s t ɨ p ɛ n d j u m', 'N;INS;SG')
	('s t ɨ p ɛ n d j u m', 'N;NOM;SG')
	('s t ɨ p ɛ n d j u m', 'N;VOC;SG')
substancja:	('supstan\U00100001jax', 'N;ESS;PL')
	('supstan\U00100001jamʲi', 'N;INS;PL')
	('supstan\U00100001jɔ̃', 'N;INS;SG')
	('s u p s t a n t͡s j a', 'N;NOM;SG')
	('supstan\U00100001jɛ', 'N;ACC;PL')
	('supstan\U00100001jɛ~', 'N;ACC;SG')
	('supstan\U00100001jɛ', 'N;NOM;PL')
	('supstan\U00100001jɛ', 'N;VOC;PL')
	('supstan\U00100001jʲi', 'N;DAT;SG')
	('supstan\U00100001jʲi', 'N;ESS;SG')
	('supstan\U00100001jʲi', 'N;GEN;PL')
	('supstan\U00100001jʲi', 'N;GEN;SG')
	('supstan\U00100001jɔm', 'N;DAT;PL')
	('supstan\U00100001jɔ', 'N;VOC;SG')
sucz:	('su\U00100002ax', 'N;ESS;PL')
	('su\U00100002amʲi', 'N;INS;PL')
	('s u t͡ʂ ɔ̃', 'N;INS;SG')
	('s u t͡ʂ ɛ', 'N;ACC;PL')
	('s u t͡ʂ ɛ', 'N;NOM;PL')
	('s u t͡ʂ ɛ', 'N;VOC;PL')
	('s u t͡ʂ', 'N;ACC;SG')
	('s u t͡ʂ', 'N;NOM;SG')
	('su\U00100002ɔm', 'N;DAT;PL')
	('s u t͡ʂ ɨ', 'N;DAT;SG')
	('s u t͡ʂ ɨ', 'N;ESS;SG')
	('s u t͡ʂ ɨ', 'N;GEN;PL')
	('s u t͡ʂ ɨ', 'N;GEN;SG')
	('s u t͡ʂ ɨ', 'N;VOC;SG')
sufit:	('sufʲi\U00100001ʲiɛ', 'N;ESS;SG')
	('sufʲi\U00100001ʲiɛ', 'N;VOC;SG')
	('sufʲitax', 'N;ESS;PL')
	('sufʲitamʲi', 'N;INS;PL')
	('sufʲitɛm', 'N;INS;SG')
	('s u fʲ i t', 'N;ACC;SG')
	('s u fʲ i t', 'N;NOM;SG')
	('sufʲitɔm', 'N;DAT;PL')
	('sufʲitɔvʲi', 'N;DAT;SG')
	('sufʲituv', 'N;GEN;PL')
	('sufʲitu', 'N;GEN;SG')
	('sufʲitɨ', 'N;ACC;PL')
	('sufʲitɨ', 'N;NOM;PL')
	('sufʲitɨ', 'N;VOC;PL')
sufler:	('suvlɛrax', 'N;ESS;PL')
	('suvlɛramʲi', 'N;INS;PL')
	('suvlɛra', 'N;ACC;SG')
	('suvlɛra', 'N;GEN;SG')
	('suvlɛrɛm', 'N;INS;SG')
	('s u f l ɛ r', 'N;NOM;SG')
	('suvlɛrɔm', 'N;DAT;PL')
	('suvlɛrɔvʲi', 'N;DAT;SG')
	('suvlɛruv', 'N;ACC;PL')
	('suvlɛruv', 'N;GEN;PL')
	('suvlɛʐɛ', 'N;ESS;SG')
	('suvlɛʐɛ', 'N;VOC;SG')
	('suvlɛʐɨ', 'N;NOM;PL')
	('suvlɛʐɨ', 'N;VOC;PL')
suka:	('s u t͡s ɛ', 'N;DAT;SG')
	('s u t͡s ɛ', 'N;ESS;SG')
	('s u k a x', 'N;ESS;PL')
	('s u k a mʲ i', 'N;INS;PL')
	('s u k ɔ̃', 'N;INS;SG')
	('s u k a', 'N;NOM;SG')
	('s u k ɛ', 'N;ACC;SG')
	('s u kʲ i', 'N;ACC;PL')
	('s u kʲ i', 'N;GEN;SG')
	('s u kʲ i', 'N;NOM;PL')
	('s u kʲ i', 'N;VOC;PL')
	('s u k', 'N;GEN;PL')
	('s u k ɔ m', 'N;DAT;PL')
